timestamp,drawn_number,black,red,white,total_bet_black,total_bet_black_robot,total_bet_red,total_bet_red_robot,total_bet_white,total_bet_white_robot,total,total_paid,profit,profit_%
238,9,1,0,0,13690,1369,47678,"4767,8",17305,3461,"84809,8",24642,"60167,8","0,7094439558"
239,0,0,0,1,16259,"1625,9",36469,"3646,9",34277,"6855,4","92277,8","383902,4","-291624,6","-3,160289907"
240,3,0,1,0,42416,"4241,6",10090,1009,36439,"7287,8","94195,6",18162,"76033,6","0,8071884462"
241,14,1,0,0,35583,"3558,3",39044,"3904,4",12641,"2528,2","94730,7","64049,4","30681,3","0,3238791648"
242,4,0,1,0,20396,"2039,6",48197,"4819,7",13725,2745,"89177,3","86754,6","2422,7","0,02716722753"
243,12,1,0,0,34646,"3464,6",15384,"1538,4",15484,"3096,8",70517,"62362,8","8154,2","0,1156345278"
244,2,0,1,0,34110,3411,17827,"1782,7",41277,"8255,4","98407,7","32088,6","66319,1","0,6739218577"
245,12,1,0,0,24660,2466,32326,"3232,6",35026,"7005,2","97710,6",44388,"53322,6","0,545719707"
246,5,0,1,0,45878,"4587,8",37798,"3779,8",31726,"6345,2","123769,6","68036,4","55733,2","0,450297973"
247,3,0,1,0,36584,"3658,4",38974,"3897,4",48262,"9652,4","131375,8","70153,2","61222,6","0,4660112441"
248,9,1,0,0,37391,"3739,1",27222,"2722,2",25002,"5000,4","96076,3","67303,8","28772,5","0,299475521"
249,4,0,1,0,19935,"1993,5",17135,"1713,5",36684,"7336,8",77461,30843,46618,"0,6018254347"
250,7,0,1,0,26357,"2635,7",35916,"3591,6",29580,5916,"98080,3","64648,8","33431,5","0,3408584599"
251,11,1,0,0,36741,"3674,1",42746,"4274,6",27015,5403,"114450,7","66133,8","48316,9","0,4221634293"
252,8,1,0,0,38677,"3867,7",14527,"1452,7",10968,"2193,6","69492,4","69618,6","-126,2","-0,001816025925"
253,11,1,0,0,37956,"3795,6",17200,1720,44413,"8882,6","105084,6","68320,8","36763,8","0,3498495498"
254,12,1,0,0,43885,"4388,5",39864,"3986,4",33190,6638,"125313,9",78993,"46320,9","0,3696389626"
255,10,1,0,0,21408,"2140,8",14387,"1438,7",17302,"3460,4","56676,5","38534,4","18142,1","0,3200991593"
256,9,1,0,0,16221,"1622,1",42937,"4293,7",19102,"3820,4","84175,8","29197,8",54978,"0,6531330858"
257,2,0,1,0,44698,"4469,8",18936,"1893,6",33650,6730,"103647,4","34084,8","69562,6","0,6711465989"
258,1,0,1,0,15731,"1573,1",33163,"3316,3",35807,"7161,4","89590,4","59693,4",29897,"0,3337076294"
259,7,0,1,0,20792,"2079,2",43464,"4346,4",24348,"4869,6","95029,6","78235,2","16794,4","0,1767280931"
260,12,1,0,0,42150,4215,43204,"4320,4",25786,"5157,2","119675,4",75870,"43805,4","0,366035125"
261,5,0,1,0,21101,"2110,1",12783,"1278,3",28352,"5670,4","65624,4","23009,4",42615,"0,6493773657"
262,6,0,1,0,38299,"3829,9",37097,"3709,7",17369,"3473,8","100304,6","66774,6",33530,"0,3342817777"
263,7,0,1,0,29108,"2910,8",32135,"3213,5",39696,"7939,2","107063,3",57843,"49220,3","0,4597308321"
264,7,0,1,0,29450,2945,32069,"3206,9",44543,"8908,6","112213,9","57724,2","54489,7","0,4855877926"
265,0,0,0,1,11236,"1123,6",41040,4104,17641,"3528,2","75144,6","197579,2","-122434,6","-1,629320004"
266,4,0,1,0,31127,"3112,7",34952,"3495,2",21737,"4347,4","94423,9","62913,6","31510,3","0,3337110626"
267,4,0,1,0,20342,"2034,2",16684,"1668,4",22738,"4547,6","63466,6","30031,2","33435,4","0,5268188307"
268,0,0,0,1,11598,"1159,8",41228,"4122,8",30323,"6064,6","88431,6","339617,6",-251186,"-2,840455222"
269,2,0,1,0,26277,"2627,7",38580,3858,33819,"6763,8","105161,7",69444,"35717,7","0,3396455173"
270,14,1,0,0,38568,"3856,8",12791,"1279,1",27013,"5402,6","83507,9","69422,4","14085,5","0,1686726645"
271,14,1,0,0,38492,"3849,2",23152,"2315,2",49862,"9972,4","117670,4","69285,6","48384,8","0,4111892201"
272,8,1,0,0,15016,"1501,6",24619,"2461,9",47768,"9553,6","91366,5","27028,8","64337,7","0,7041716603"
273,2,0,1,0,14074,"1407,4",31947,"3194,7",37934,"7586,8","88557,1","57504,6","31052,5","0,350649468"
274,14,1,0,0,29794,"2979,4",26296,"2629,6",32296,"6459,2",93995,"53629,2","40365,8","0,4294462471"
275,8,1,0,0,13360,1336,15077,"1507,7",21178,"4235,6","52458,7",24048,"28410,7","0,5415822352"
276,0,0,0,1,28362,"2836,2",38119,"3811,9",32593,"6518,6","105722,1","365041,6","-259319,5","-2,452840986"
277,6,0,1,0,41966,"4196,6",42658,"4265,8",41952,"8390,4","135038,4","76784,4",58254,"0,4313884051"
278,12,1,0,0,12260,1226,40094,"4009,4",43634,"8726,8","101223,4",22068,"79155,4","0,781987169"
279,14,1,0,0,46425,"4642,5",27334,"2733,4",13273,"2654,6","94407,9",83565,"10842,9","0,1148516173"
280,7,0,1,0,47681,"4768,1",43237,"4323,7",35294,"7058,8","135303,8","77826,6","57477,2","0,4248010773"
281,2,0,1,0,19559,"1955,9",22167,"2216,7",40664,"8132,8","86562,6","39900,6",46662,"0,5390549729"
282,10,1,0,0,19394,"1939,4",14193,"1419,3",32605,6521,"69550,7","34909,2","34641,5","0,4980755046"
283,12,1,0,0,26034,"2603,4",17278,"1727,8",46144,"9228,8","93787,2","46861,2",46926,"0,5003454629"
284,14,1,0,0,42751,"4275,1",15240,1524,27639,"5527,8","91429,1","76951,8","14477,3","0,1583445533"
285,14,1,0,0,28586,"2858,6",48785,"4878,5",31853,"6370,6","116961,1","51454,8","65506,3","0,560069117"
286,14,1,0,0,10191,"1019,1",11535,"1153,5",22872,"4574,4","46770,6","18343,8","28426,8","0,6077920745"
287,1,0,1,0,47195,"4719,5",22886,"2288,6",13451,"2690,2","90540,1","41194,8","49345,3","0,5450104429"
288,10,1,0,0,27474,"2747,4",36121,"3612,1",14980,2996,"84934,5","49453,2","35481,3","0,4177489713"
289,13,1,0,0,28505,"2850,5",40937,"4093,7",29786,"5957,2","106172,2",51309,"54863,2","0,5167379031"
290,3,0,1,0,46582,"4658,2",11325,"1132,5",33212,"6642,4","96909,7",20385,"76524,7","0,7896495397"
291,11,1,0,0,28372,"2837,2",17307,"1730,7",47487,"9497,4","97733,9","51069,6","46664,3","0,4774627842"
292,12,1,0,0,25975,"2597,5",44145,"4414,5",11186,"2237,2",88318,46755,41563,"0,4706062184"
293,3,0,1,0,49422,"4942,2",26524,"2652,4",45007,"9001,4","128547,6","47743,2","80804,4","0,6285951663"
294,14,1,0,0,13816,"1381,6",34760,3476,29945,5989,"83378,6","24868,8","58509,8","0,7017364168"
295,10,1,0,0,16277,"1627,7",30221,"3022,1",13656,"2731,2","64803,8","29298,6","35505,2","0,5478876239"
296,11,1,0,0,46087,"4608,7",14266,"1426,6",38040,7608,"104428,3","82956,6","21471,7","0,2056118887"
297,9,1,0,0,47947,"4794,7",34724,"3472,4",32475,6495,"123413,1","86304,6","37108,5","0,3006852595"
298,14,1,0,0,19813,"1981,3",42891,"4289,1",37353,"7470,6","106327,4","35663,4",70664,"0,6645888078"
299,0,0,0,1,29287,"2928,7",28614,"2861,4",34101,"6820,2","97792,1","381931,2","-284139,1","-2,905542472"
300,4,0,1,0,43212,"4321,2",37443,"3744,3",27242,"5448,4","115962,5","67397,4","48565,1","0,4188000431"
301,12,1,0,0,27004,"2700,4",24433,"2443,3",40446,"8089,2","97026,7","48607,2","48419,5","0,4990327405"
302,4,0,1,0,11301,"1130,1",10807,"1080,7",41575,8315,"65893,8","19452,6","46441,2","0,7047886144"
303,13,1,0,0,31145,"3114,5",33073,"3307,3",45952,"9190,4","116591,8",56061,"60530,8","0,5191685865"
304,13,1,0,0,40082,"4008,2",11956,"1195,6",10701,"2140,2","67942,8","72147,6","-4204,8","-0,0618873523"
305,8,1,0,0,47187,"4718,7",12663,"1266,3",24114,"4822,8",89949,"84936,6","5012,4","0,05572491078"
306,4,0,1,0,37774,"3777,4",17966,"1796,6",21655,4331,82969,"32338,8","50630,2","0,610230327"
307,9,1,0,0,28809,"2880,9",30419,"3041,9",47043,"9408,6","112193,8","51856,2","60337,6","0,5377979888"
308,14,1,0,0,21705,"2170,5",16139,"1613,9",43553,"8710,6","85181,4",39069,"46112,4","0,5413435327"
309,0,0,0,1,25101,"2510,1",36527,"3652,7",20854,"4170,8","88644,8","233564,8",-144920,"-1,634839269"
310,3,0,1,0,18666,"1866,6",41412,"4141,2",30816,"6163,2","96901,8","74541,6","22360,2","0,2307511316"
311,3,0,1,0,31797,"3179,7",29474,"2947,4",30289,"6057,8","97687,1","53053,2","44633,9","0,4569067973"
312,0,0,0,1,29870,2987,19402,"1940,2",34438,"6887,6","88637,2","385705,6","-297068,4","-3,351509299"
313,12,1,0,0,43269,"4326,9",14088,"1408,8",18039,"3607,8","81131,7","77884,2","3247,5","0,04002751082"
314,6,0,1,0,24848,"2484,8",36818,"3681,8",11689,"2337,8","79521,6","66272,4","13249,2","0,1666113358"
315,8,1,0,0,15088,"1508,8",13992,"1399,2",17746,"3549,2",49734,"27158,4","22575,6","0,4539268911"
316,2,0,1,0,37826,"3782,6",47311,"4731,1",18814,"3762,8","112464,7","85159,8","27304,9","0,2427864032"
317,3,0,1,0,46469,"4646,9",42166,"4216,6",39734,"7946,8","137232,5","75898,8","61333,7","0,4469327601"
318,2,0,1,0,12426,"1242,6",41665,"4166,5",41180,8236,"100680,1",74997,"25683,1","0,2550960915"
319,12,1,0,0,13649,"1364,9",15251,"1525,1",36272,"7254,4",68062,"24568,2","43493,8","0,639032059"
320,8,1,0,0,13322,"1332,2",46438,"4643,8",43644,"8728,8",109380,"23979,6","85400,4","0,7807679649"
321,14,1,0,0,31047,"3104,7",23309,"2330,9",15176,"3035,2","74967,6","55884,6",19083,"0,2545499656"
322,10,1,0,0,45024,"4502,4",35544,"3554,4",43764,"8752,8","132388,8","81043,2","51345,6","0,3878394547"
323,13,1,0,0,43837,"4383,7",16534,"1653,4",48998,"9799,6","115406,1","78906,6","36499,5","0,3162701105"
324,4,0,1,0,36975,"3697,5",16046,"1604,6",15558,"3111,6","73881,1","28882,8","44998,3","0,6090637524"
325,5,0,1,0,26527,"2652,7",29511,"2951,1",29814,"5962,8","91455,8","53119,8",38336,"0,4191751644"
326,6,0,1,0,30115,"3011,5",24501,"2450,1",46462,"9292,4","106539,6","44101,8","62437,8","0,5860525101"
327,8,1,0,0,15446,"1544,6",32705,"3270,5",10249,"2049,8","63215,1","27802,8","35412,3","0,5601873603"
328,14,1,0,0,32945,"3294,5",46185,"4618,5",39694,"7938,8",126737,59301,67436,"0,5320940215"
329,2,0,1,0,43005,"4300,5",46796,"4679,6",38753,"7750,6","137534,1","84232,8","53301,3","0,3875497059"
330,2,0,1,0,35646,"3564,6",39483,"3948,3",14390,2878,"97031,9","71069,4","25962,5","0,2675666456"
331,11,1,0,0,47874,"4787,4",40312,"4031,2",26317,"5263,4","123321,6","86173,2","37148,4","0,301231901"
332,11,1,0,0,30251,"3025,1",45556,"4555,6",22602,"4520,4","105989,7","54451,8","51537,9","0,486253853"
333,5,0,1,0,33110,3311,22726,"2272,6",42844,"8568,8","104263,6","40906,8","63356,8","0,6076598161"
334,11,1,0,0,25115,"2511,5",13375,"1337,5",42689,"8537,8",85028,45207,39821,"0,4683280802"
335,12,1,0,0,34850,3485,27119,"2711,9",40410,8082,"108575,9",62730,"45845,9","0,4222474785"
336,8,1,0,0,25517,"2551,7",37582,"3758,2",30271,"6054,2","99679,9","45930,6","53749,3","0,5392190401"
337,10,1,0,0,33975,"3397,5",17920,1792,49217,"9843,4","106301,5",61155,"45146,5","0,4247023796"
338,11,1,0,0,32417,"3241,7",26775,"2677,5",28812,"5762,4","93923,2","58350,6","35572,6","0,3787413546"
339,14,1,0,0,34427,"3442,7",44710,4471,37417,"7483,4","124467,7","61968,6","62499,1","0,502131075"
340,3,0,1,0,21790,2179,29351,"2935,1",40984,"8196,8","97239,1","52831,8","44407,3","0,4566815201"
341,13,1,0,0,12446,"1244,6",23055,"2305,5",20932,"4186,4","59983,1","22402,8","37580,3","0,6265148017"
342,1,0,1,0,32190,3219,29559,"2955,9",28573,"5714,6","96496,9","53206,2","43290,7","0,4486227019"
343,4,0,1,0,14370,1437,23763,"2376,3",42509,"8501,8","84455,3","42773,4","41681,9","0,4935380018"
344,10,1,0,0,33099,"3309,9",15693,"1569,3",32879,"6575,8","86550,2","59578,2",26972,"0,311634173"
345,14,1,0,0,15925,"1592,5",44423,"4442,3",24532,"4906,4","90914,8",28665,"62249,8","0,6847048005"
346,5,0,1,0,47066,"4706,6",13484,"1348,4",29990,5998,96595,"24271,2","72323,8","0,748732336"
347,8,1,0,0,17848,"1784,8",48849,"4884,9",47381,"9476,2","120747,7","32126,4","88621,3","0,7339377893"
348,7,0,1,0,10667,"1066,7",29406,"2940,6",37279,"7455,8","81359,3","52930,8","28428,5","0,3494191813"
349,9,1,0,0,31537,"3153,7",23953,"2395,3",29589,"5917,8",90628,"56766,6","33861,4","0,373630666"
350,11,1,0,0,10129,"1012,9",10446,"1044,6",20900,4180,"43532,5","18232,2","25300,3","0,5811818756"
351,10,1,0,0,10275,"1027,5",28042,"2804,2",38912,"7782,4","81060,7",18495,"62565,7","0,7718376476"
352,5,0,1,0,44315,"4431,5",48696,"4869,6",31446,"6289,2","133758,1","87652,8","46105,3","0,3446916486"
353,10,1,0,0,37959,"3795,9",43741,"4374,1",21007,"4201,4",110877,"68326,2","42550,8","0,3837657945"
354,4,0,1,0,49072,"4907,2",21703,"2170,3",19486,"3897,2","97338,5","39065,4","58273,1","0,5986644545"
355,2,0,1,0,45394,"4539,4",32425,"3242,5",47221,"9444,2","132821,9",58365,"74456,9","0,5605769832"
356,7,0,1,0,21282,"2128,2",24197,"2419,7",18211,"3642,2","68237,9","43554,6","24683,3","0,3617242031"
357,0,0,0,1,17068,"1706,8",30418,"3041,8",12624,"2524,8","64858,6","141388,8","-76530,2","-1,179954547"
358,4,0,1,0,17913,"1791,3",45296,"4529,6",21243,"4248,6","90772,9","81532,8","9240,1","0,101793597"
359,11,1,0,0,27160,2716,21448,"2144,8",13593,"2718,6","67061,8",48888,"18173,8","0,2710007784"
360,8,1,0,0,24820,2482,10452,"1045,2",24915,4983,"63714,2",44676,"19038,2","0,2988062316"
361,10,1,0,0,16685,"1668,5",21381,"2138,1",39808,"7961,6","81680,6",30033,"51647,6","0,6323117117"
362,11,1,0,0,32867,"3286,7",42024,"4202,4",31617,"6323,4","113997,1","59160,6","54836,5","0,4810341667"
363,4,0,1,0,43731,"4373,1",12442,"1244,2",23481,"4696,2","85271,3","22395,6","62875,7","0,737360636"
364,11,1,0,0,46137,"4613,7",20545,"2054,5",10460,2092,"83810,2","83046,6","763,6","0,009111062854"
365,13,1,0,0,41033,"4103,3",22675,"2267,5",19064,"3812,8","89142,8","73859,4","15283,4","0,1714485073"
366,0,0,0,1,30796,"3079,6",44795,"4479,5",20414,"4082,8","103564,1","228636,8","-125072,7","-1,207683937"
367,8,1,0,0,10805,"1080,5",35970,3597,15743,"3148,6","67195,5",19449,"47746,5","0,7105609751"
368,3,0,1,0,25851,"2585,1",47595,"4759,5",36744,"7348,8","117534,6",85671,"31863,6","0,2710997442"
369,10,1,0,0,32130,3213,17466,"1746,6",14304,"2860,8","68859,6",57834,"11025,6","0,1601171079"
370,10,1,0,0,41911,"4191,1",31795,"3179,5",32300,6460,"113376,6","75439,8","37936,8","0,3346087288"
371,4,0,1,0,23829,"2382,9",43470,4347,26527,"5305,4","100555,9",78246,"22309,9","0,2218656489"
372,9,1,0,0,34890,3489,33147,"3314,7",19575,3915,"94415,7",62802,"31613,7","0,3348352022"
373,2,0,1,0,13209,"1320,9",14385,"1438,5",22229,"4445,8","52582,4",25893,"26689,4","0,5075728761"
374,1,0,1,0,32731,"3273,1",10860,1086,17058,"3411,6","65008,1",19548,"45460,1","0,6992990104"
375,5,0,1,0,22012,"2201,2",19625,"1962,5",34662,"6932,4","80462,7",35325,"45137,7","0,560976701"
376,8,1,0,0,29778,"2977,8",49985,"4998,5",44206,"8841,2","131945,3","53600,4","78344,9","0,5937680236"
377,12,1,0,0,34320,3432,36625,"3662,5",43434,"8686,8","121473,5",61776,"59697,5","0,4914446361"
378,3,0,1,0,31052,"3105,2",40578,"4057,8",44001,"8800,2",122794,"73040,4","49753,6","0,4051794062"
379,12,1,0,0,31886,"3188,6",19098,"1909,8",25186,"5037,2","81268,4","57394,8","23873,6","0,2937623972"
380,4,0,1,0,33624,"3362,4",45713,"4571,3",11888,"2377,6","99158,7","82283,4","16875,3","0,1701847644"
381,5,0,1,0,10651,"1065,1",45512,"4551,2",21152,"4230,4","82931,3","81921,6","1009,7","0,01217513773"
382,3,0,1,0,31516,"3151,6",43089,"4308,9",36797,"7359,4","118862,5","77560,2","41302,3","0,3474796509"
383,14,1,0,0,24037,"2403,7",15756,"1575,6",18563,"3712,6","62335,3","43266,6","19068,7","0,3059053217"
384,7,0,1,0,41552,"4155,2",43499,"4349,9",36410,7282,"129966,1","78298,2","51667,9","0,3975490532"
385,10,1,0,0,35716,"3571,6",46393,"4639,3",46199,"9239,8","136518,9","64288,8","72230,1","0,5290849838"
386,4,0,1,0,18580,1858,44185,"4418,5",48174,"9634,8","117215,5",79533,"37682,5","0,3214805209"
387,2,0,1,0,43950,4395,42249,"4224,9",45403,"9080,6","140221,9","76048,2","64173,7","0,4576581832"
388,0,0,0,1,28209,"2820,9",37616,"3761,6",13363,"2672,6","85770,5","149665,6","-63895,1","-0,7449542675"
389,11,1,0,0,44350,4435,40025,"4002,5",44466,"8893,2","137278,5",79830,"57448,5","0,4184814082"
390,14,1,0,0,13098,"1309,8",28250,2825,28332,"5666,4","73814,8","23576,4","50238,4","0,6806006384"
391,2,0,1,0,46308,"4630,8",28757,"2875,7",19979,"3995,8","102550,5","51762,6","50787,9","0,4952477072"
392,6,0,1,0,24958,"2495,8",34024,"3402,4",19931,"3986,2","84811,2","61243,2",23568,"0,2778878261"
393,7,0,1,0,34646,"3464,6",19248,"1924,8",22494,"4498,8","81777,4","34646,4",47131,"0,5763328255"
394,14,1,0,0,29367,"2936,7",38730,3873,26622,"5324,4","101528,7","52860,6","48668,1","0,4793531287"
395,13,1,0,0,11882,"1188,2",21982,"2198,2",20541,"4108,2","57791,4","21387,6","36403,8","0,6299172541"
396,6,0,1,0,15673,"1567,3",49957,"4995,7",29251,"5850,2",101444,"89922,6","11521,4","0,1135739916"
397,11,1,0,0,33223,"3322,3",28581,"2858,1",46939,"9387,8","114923,4","59801,4",55122,"0,4796412219"
398,13,1,0,0,21421,"2142,1",49239,"4923,9",42900,8580,120626,"38557,8","82068,2","0,6803524945"
399,12,1,0,0,17062,"1706,2",38888,"3888,8",20400,4080,81945,"30711,6","51233,4","0,6252169138"
400,6,0,1,0,12594,"1259,4",41567,"4156,7",40982,"8196,4","100559,1","74820,6","25738,5","0,2559539614"
401,2,0,1,0,44891,"4489,1",43480,4348,35384,"7076,8","132592,1",78264,"54328,1","0,4097385893"
402,11,1,0,0,20525,"2052,5",36084,"3608,4",33165,6633,"95434,9",36945,"58489,9","0,6128774694"
403,4,0,1,0,38347,"3834,7",44479,"4447,9",31023,"6204,6","122131,6","80062,2","42069,4","0,3444595829"
404,1,0,1,0,37499,"3749,9",34949,"3494,9",18478,"3695,6","98170,8","62908,2","35262,6","0,3591964209"
405,2,0,1,0,45587,"4558,7",46349,"4634,9",18799,"3759,8","119928,6","83428,2","36500,4","0,3043510889"
406,11,1,0,0,40222,"4022,2",39886,"3988,6",33508,"6701,6","121626,8","72399,6","49227,2","0,4047397449"
407,3,0,1,0,47581,"4758,1",38827,"3882,7",36803,"7360,6","131851,8","69888,6","61963,2","0,4699458028"
408,7,0,1,0,48453,"4845,3",33393,"3339,3",22997,"4599,4","113027,6","60107,4","52920,2","0,4682059957"
409,1,0,1,0,16577,"1657,7",18003,"1800,3",40020,8004,78058,"32405,4","45652,6","0,5848548515"
410,8,1,0,0,30955,"3095,5",12146,"1214,6",37029,"7405,8","84440,1",55719,"28721,1","0,3401357886"
411,10,1,0,0,28439,"2843,9",35830,3583,20928,"4185,6","91623,9","51190,2","40433,7","0,441300796"
412,1,0,1,0,38735,"3873,5",42539,"4253,9",46678,"9335,6","136079,4","76570,2","59509,2","0,4373123338"
413,12,1,0,0,38267,"3826,7",26118,"2611,8",38022,"7604,4","108845,5","68880,6","39964,9","0,3671708982"
414,1,0,1,0,43202,"4320,2",22041,"2204,1",20335,4067,"92102,3","39673,8","52428,5","0,5692420276"
415,11,1,0,0,40647,"4064,7",14619,"1461,9",42747,"8549,4","103539,6","73164,6",30375,"0,2933660165"
416,12,1,0,0,32036,"3203,6",35100,3510,28571,"5714,2","102420,6","57664,8","44755,8","0,4369804512"
417,2,0,1,0,43547,"4354,7",16315,"1631,5",14322,"2864,4","80170,2",29367,"50803,2","0,6336918207"
418,1,0,1,0,46226,"4622,6",29339,"2933,9",49365,9873,"132486,5","52810,2","79676,3","0,6013918399"
419,2,0,1,0,15647,"1564,7",44306,"4430,6",49234,"9846,8","115182,3","79750,8","35431,5","0,3076123675"
420,3,0,1,0,26838,"2683,8",28156,"2815,6",31751,"6350,2","92244,4","50680,8","41563,6","0,4505812819"
421,14,1,0,0,13502,"1350,2",16879,"1687,9",45710,9142,"79129,1","24303,6","54825,5","0,6928614126"
422,6,0,1,0,28955,"2895,5",31329,"3132,9",18714,"3742,8","85026,4","56392,2","28634,2","0,3367683449"
423,6,0,1,0,25912,"2591,2",43680,4368,46669,"9333,8","123220,2",78624,"44596,2","0,3619228016"
424,10,1,0,0,22910,2291,28523,"2852,3",44636,"8927,2","101212,3",41238,"59974,3","0,5925594024"
425,11,1,0,0,22338,"2233,8",14718,"1471,8",16610,3322,"57371,6","40208,4","17163,2","0,2991584686"
426,10,1,0,0,40167,"4016,7",44724,"4472,4",14300,2860,"107680,1","72300,6","35379,5","0,3285611733"
427,0,0,0,1,49790,4979,39760,3976,23336,"4667,2",121841,"261363,2","-139522,2","-1,145116997"
428,7,0,1,0,14156,"1415,6",15506,"1550,6",25882,"5176,4","58510,2","27910,8","30599,4","0,5229754812"
429,12,1,0,0,43807,"4380,7",27992,"2799,2",14745,2949,"93723,9","78852,6","14871,3","0,1586713741"
430,1,0,1,0,27077,"2707,7",47986,"4798,6",16108,"3221,6","98677,3","86374,8","12302,5","0,1246740638"
431,2,0,1,0,34816,"3481,6",12509,"1250,9",40049,"8009,8","92106,5","22516,2","69590,3","0,7555416827"
432,0,0,0,1,14583,"1458,3",15393,"1539,3",39787,"7957,4","72760,6","445614,4","-372853,8","-5,124391498"
433,12,1,0,0,17957,"1795,7",49988,"4998,8",45320,9064,"120059,5","32322,6","87736,9","0,730778489"
434,4,0,1,0,24587,"2458,7",45155,"4515,5",35936,"7187,2","112652,2",81279,"31373,2","0,2784961146"
435,2,0,1,0,24573,"2457,3",17815,"1781,5",32522,"6504,4","79148,8",32067,"47081,8","0,5948517223"
436,1,0,1,0,37942,"3794,2",38313,"3831,3",27911,"5582,2","111791,5","68963,4","42828,1","0,3831069446"
437,4,0,1,0,24931,"2493,1",49128,"4912,8",31870,6374,"113334,9","88430,4","24904,5","0,2197425506"
438,5,0,1,0,31854,"3185,4",19175,"1917,5",14469,"2893,8","70600,9",34515,"36085,9","0,5111252123"
439,2,0,1,0,17711,"1771,1",26766,"2676,6",18094,"3618,8","67018,7","48178,8","18839,9","0,2811140771"
440,7,0,1,0,36642,"3664,2",35639,"3563,9",12672,"2534,4","92181,1","64150,2","28030,9","0,3040851107"
441,10,1,0,0,41582,"4158,2",41625,"4162,5",25964,"5192,8","117491,7","74847,6","42644,1","0,3629541491"
442,6,0,1,0,28533,"2853,3",40878,"4087,8",42675,8535,"119027,1","73580,4","45446,7","0,3818180902"
443,8,1,0,0,32449,"3244,9",46497,"4649,7",49032,"9806,4","135872,6","58408,2","77464,4","0,5701252497"
444,2,0,1,0,41826,"4182,6",14909,"1490,9",49959,"9991,8","112367,5","26836,2","85531,3","0,7611747169"
445,9,1,0,0,27096,"2709,6",46134,"4613,4",23323,"4664,6",103876,"48772,8","55103,2","0,5304709461"
446,13,1,0,0,29931,"2993,1",29214,"2921,4",44407,"8881,4","109466,5","53875,8","55590,7","0,50783299"
447,9,1,0,0,35853,"3585,3",36372,"3637,2",45606,"9121,2","125053,5","64535,4","60518,1","0,4839376747"
448,2,0,1,0,14028,"1402,8",19249,"1924,9",40336,"8067,2","76940,7","34648,2","42292,5","0,5496765691"
